42,39
43,12
48,1136
53,118
56,153
58,139
100,98
250,128
260,135
310,206
334,166
590,88
749,1114
758,39
801,113
807,68
810,106
825,157
832,30
843,19
890,35
898,28
899,858
922,99
934,28
940,151
967,4471
969,659
974,41
995,1264
996,378
1009,98
1018,150
1054,31
1073,28
1078,277
1080,12
1088,118
1102,316
1146,68
1150,124
1171,360
1179,95
1251,3552
1315,143
1389,103
1491,278
1702,306
1745,44
1000016,8
1000052,325
1000297,141
1000300,128
1000734,127
1000736,49
1000742,373
1000867,208
1000886,72
1000896,17
1000997,121
1001127,34
1001339,60
1001396,146
1001398,180
1001448,70
1001553,58
1001616,30
1001617,268
1001725,1
1001874,141
1001918,254
1001949,79
1001960,49
1002177,90
1002319,201
1002393,462
1002520,52
1002560,162
1002614,63
1002620,303
1002722,148
1002782,137
1002806,65
1002902,137
1002974,859
1002990,47
1003024,175
1003320,166
1003399,103
1003441,163
1003472,62
1003581,88
1003638,47
1003737,15
1003744,40
1003848,328
1004325,34
1004641,583
1004892,324
1005030,35
1005362,110
1006420,466
1006598,41
1006613,207
1006617,112
1006946,184
1006967,108
1008245,136
1008983,101
1009289,237
1009659,431
1010235,16
1010286,63
1011867,122
1012617,27
1013085,60
1013887,98
1014523,33
1014690,8
1014716,12
1015008,56
1015144,184
1015220,236
1015268,24
1015326,478
1015706,19
1016297,538
1016486,203
1016583,88
1016798,35
1017251,55
1018391,44
1018651,251
1018809,179
1018941,7
1018967,42
1018980,364
1019084,8
1019118,68
1019214,19
1019244,124
1019458,29
1019593,82
1019609,65
1019963,75
1020834,447
1021666,188
1021842,30
1021852,521
1021853,132
1021984,26
1022266,305
1022324,6
1023240,20
1023350,32
1026083,27
1026564,35
1026578,179
1026641,27
1026650,17
1027314,10
1028026,67
1028866,244
1029212,66
1029606,9
1029873,43
1029997,31
1030213,90
1030428,261
1030977,23
1031310,356
1031494,35
1033563,219
1033629,86
1036530,183
1037531,175
1045282,138
1050882,34
1052042,39
1052265,5
1054220,245
1056740,109
1057187,125
1057301,73
1059727,21
1061465,24
1062611,23
1079075,710
1089397,4
1090261,27
1090913,157
1093027,26
1094599,141
1095220,165
1104933,282
1110367,6
1114245,670
1114848,108
1127520,315
1128342,62
1129431,293
1145950,102
1151333,217
1159308,955
1183310,499
