42,33
43,7
48,547
53,68
56,143
58,124
100,62
250,48
260,73
310,130
334,145
590,68
749,750
758,24
801,48
807,22
810,68
825,112
832,12
843,26
890,29
898,18
899,583
922,79
934,25
940,95
967,2139
969,568
974,28
995,754
996,411
1009,25
1018,84
1054,20
1073,12
1078,303
1080,13
1088,162
1102,64
1146,88
1150,111
1171,221
1179,94
1251,1887
1315,88
1389,41
1491,201
1702,224
1745,24
1000016,11
1000052,283
1000297,118
1000300,218
1000734,89
1000736,25
1000742,352
1000867,190
1000886,52
1000896,11
1000997,35
1001127,21
1001339,20
1001396,66
1001398,137
1001448,71
1001553,35
1001616,46
1001617,217
1001725,2
1001874,83
1001918,218
1001949,69
1001960,43
1002177,57
1002319,142
1002393,37
1002520,84
1002560,85
1002614,49
1002620,46
1002722,149
1002782,72
1002806,15
1002902,84
1002974,710
1002990,35
1003024,75
1003320,156
1003399,109
1003441,157
1003472,64
1003581,76
1003638,35
1003737,18
1003744,21
1003848,518
1004325,33
1004641,82
1004892,42
1005030,35
1005362,64
1006420,339
1006598,22
1006613,185
1006617,131
1006946,79
1006967,82
1008245,85
1008983,56
1009289,113
1009659,118
1010235,19
1010286,69
1011867,39
1012617,21
1013085,68
1013887,38
1014523,29
1014690,9
1014716,36
1015008,25
1015144,84
1015220,467
1015268,17
1015326,140
1015706,14
1016297,449
1016486,182
1016583,46
1016798,9
1017251,64
1018391,73
1018651,226
1018809,219
1018941,5
1018967,52
1018980,327
1019084,3
1019118,61
1019214,13
1019244,52
1019458,21
1019593,132
1019609,41
1019963,39
1020834,305
1021666,112
1021842,7
1021852,693
1021853,50
1021984,23
1022266,306
1022324,1
1023240,23
1023350,8
1026083,21
1026564,38
1026578,136
1026641,20
1026650,9
1027314,1
1028026,54
1028866,128
1029212,90
1029606,24
1029873,35
1029997,6
1030213,71
1030428,201
1030977,8
1031310,185
1031494,61
1033563,356
1033629,60
1036530,121
1037531,189
1042770,8
1045282,29
1050882,32
1052042,40
1052265,3
1054220,119
1056740,76
1057187,24
1057301,53
1059727,12
1061465,21
1062611,23
1079075,74
1089397,3
1090261,58
1090913,14
1093027,30
1094599,89
1095220,70
1104933,107
1110367,8
1114245,464
1114848,245
1127520,10
1128342,43
1145950,232
1151333,35
