42,38
43,8
48,665
53,97
56,131
58,99
100,49
250,166
260,114
310,234
334,185
590,109
749,690
758,36
801,6
807,43
810,93
825,132
832,83
843,13
890,38
898,23
899,747
922,52
934,10
940,109
967,2917
969,840
974,23
995,825
996,314
1009,67
1018,210
1054,40
1073,44
1078,287
1080,13
1088,105
1102,308
1146,53
1150,123
1171,228
1179,72
1251,2979
1315,405
1389,76
1491,240
1702,338
1745,30
1000016,13
1000052,338
1000297,145
1000300,77
1000734,107
1000736,35
1000742,310
1000867,212
1000886,76
1000896,82
1000997,55
1001127,28
1001339,28
1001396,95
1001398,267
1001448,72
1001553,22
1001616,27
1001617,235
1001874,90
1001918,194
1001949,57
1001960,33
1002177,65
1002319,148
1002393,226
1002520,31
1002560,110
1002614,114
1002620,95
1002722,119
1002782,91
1002806,59
1002902,39
1002974,858
1002990,33
1003024,159
1003320,202
1003399,93
1003441,114
1003472,45
1003581,59
1003638,40
1003737,4
1003744,31
1003848,564
1004325,25
1004641,511
1004892,476
1005030,23
1005362,43
1006420,373
1006598,61
1006613,141
1006617,86
1006946,107
1006967,109
1008245,89
1008983,74
1009289,184
1009659,248
1010235,25
1010286,67
1011867,74
1012617,29
1013085,58
1013887,72
1014523,27
1014690,4
1014716,11
1015008,40
1015144,157
1015220,182
1015268,9
1015326,266
1015706,10
1016297,1337
1016486,149
1016583,50
1016798,25
1017251,62
1018391,56
1018651,201
1018809,321
1018941,7
1018967,18
1018980,350
1019084,10
1019118,41
1019214,10
1019244,109
1019458,27
1019593,58
1019609,52
1019963,57
1020834,232
1021666,160
1021842,32
1021852,354
1021853,83
1021984,20
1022266,267
1022324,5
1023240,6
1023350,15
1026083,13
1026564,33
1026578,210
1026641,10
1026650,5
1027314,3
1028026,50
1028866,586
1029212,81
1029606,1
1029873,19
1029997,31
1030213,208
1030428,171
1030977,13
1031310,141
1031494,27
1033563,182
1033629,40
1036530,147
1037531,166
1042770,1
1045282,185
1050882,33
1052042,316
1052265,33
1054220,177
1056740,99
1057187,57
1057301,46
1059727,10
1061465,13
1062611,7
1079075,289
1089397,3
1090261,15
1090913,40
1093027,24
1094599,111
1095220,209
1104933,393
1114245,548
1114848,198
1127520,110
1128342,47
1129431,177
1145950,54
1151333,101
1159308,261
1183310,551
