42,39
43,9
48,699
53,96
56,128
58,153
100,119
250,66
260,118
310,170
334,115
590,81
749,833
758,28
801,271
807,54
810,90
825,94
832,30
843,28
890,30
898,21
899,723
922,75
934,18
940,116
967,2861
969,632
974,35
995,728
996,393
1009,41
1018,143
1054,47
1073,18
1078,305
1080,14
1088,122
1102,209
1146,56
1150,137
1171,227
1179,97
1251,2639
1315,122
1389,60
1491,263
1702,279
1745,34
1000016,9
1000052,342
1000297,149
1000300,94
1000734,66
1000736,38
1000742,314
1000867,149
1000886,80
1000896,20
1000997,51
1001127,14
1001339,61
1001396,58
1001398,135
1001448,85
1001553,39
1001616,16
1001617,242
1001725,2
1001874,94
1001918,239
1001949,64
1001960,32
1002177,68
1002319,173
1002393,29
1002520,67
1002560,103
1002614,78
1002620,97
1002722,135
1002782,91
1002806,30
1002902,74
1002974,652
1002990,48
1003024,110
1003320,122
1003399,76
1003441,146
1003472,49
1003581,100
1003638,31
1003737,13
1003744,94
1003848,544
1004325,27
1004641,460
1004892,258
1005030,41
1005362,73
1006420,362
1006598,53
1006613,225
1006617,122
1006946,99
1006967,94
1008245,121
1008983,62
1009289,282
1009659,196
1010235,29
1010286,46
1011867,87
1012617,32
1013085,60
1013887,41
1014523,30
1014690,21
1014716,34
1015008,28
1015144,118
1015220,370
1015268,3
1015326,158
1015706,24
1016297,1012
1016486,187
1016583,39
1016798,20
1017251,63
1018391,58
1018651,250
1018809,263
1018967,31
1018980,323
1019084,8
1019118,45
1019214,11
1019244,44
1019458,21
1019593,51
1019609,64
1019963,108
1020834,348
1021666,124
1021842,34
1021852,549
1021853,52
1021984,67
1022266,321
1022324,6
1023240,19
1023350,30
1026083,46
1026564,35
1026578,161
1026641,2
1026650,12
1027314,5
1028026,56
1028866,212
1029212,78
1029606,3
1029873,33
1029997,25
1030213,440
1030428,204
1030977,19
1031310,72
1031494,37
1033563,198
1033629,53
1036530,131
1037531,171
1042770,7
1045282,185
1050882,52
1052042,47
1052265,13
1054220,138
1056740,101
1057187,51
1057301,47
1059727,17
1061465,22
1062611,20
1079075,182
1089397,1
1090261,83
1090913,199
1093027,24
1094599,112
1095220,189
1104933,302
1110367,8
1114245,576
1114848,175
1127520,826
1128342,48
1145950,194
1151333,61
1159308,560
