42,41
43,17
48,838
53,99
56,151
58,180
100,70
250,52
260,102
310,165
334,149
590,80
749,1177
758,22
801,55
807,27
810,97
825,118
832,23
843,33
890,40
898,27
899,649
922,110
934,23
940,162
967,2601
969,655
974,32
995,899
996,377
1009,41
1018,150
1054,58
1073,37
1078,316
1080,26
1088,128
1102,97
1146,81
1150,149
1171,255
1179,88
1251,2197
1315,93
1389,64
1491,246
1702,485
1745,32
1000016,8
1000052,258
1000297,150
1000300,96
1000734,89
1000736,33
1000742,404
1000867,171
1000886,100
1000896,24
1000997,72
1001127,28
1001339,53
1001396,84
1001398,172
1001448,91
1001553,53
1001616,34
1001617,246
1001725,2
1001874,115
1001918,250
1001949,71
1001960,18
1002177,97
1002319,177
1002393,45
1002520,95
1002560,69
1002614,84
1002620,65
1002722,170
1002782,123
1002806,21
1002902,137
1002974,631
1002990,46
1003024,109
1003320,149
1003399,116
1003441,149
1003472,74
1003581,79
1003638,23
1003737,6
1003744,29
1003848,538
1004325,34
1004641,98
1004892,72
1005030,43
1005362,81
1006420,381
1006598,47
1006613,179
1006617,155
1006946,67
1006967,106
1008245,128
1008983,100
1009289,128
1009659,119
1010235,40
1010286,73
1011867,78
1012617,19
1013085,53
1013887,30
1014523,37
1014690,9
1014716,37
1015008,41
1015144,79
1015220,343
1015268,11
1015326,140
1015706,23
1016297,295
1016486,186
1016583,58
1016798,23
1017251,63
1018391,95
1018651,226
1018809,243
1018941,4
1018967,52
1018980,404
1019084,8
1019118,80
1019214,23
1019244,106
1019458,26
1019593,183
1019609,80
1019963,52
1020834,303
1021666,96
1021842,10
1021852,257
1021853,108
1021984,35
1022266,299
1022324,6
1023240,21
1023350,31
1026083,30
1026564,56
1026578,129
1026641,11
1026650,16
1027314,4
1028026,54
1028866,369
1029212,90
1029606,22
1029873,49
1029997,12
1030213,122
1030428,221
1030977,10
1031310,95
1031494,60
1033563,273
1033629,52
1036530,169
1037531,203
1042770,7
1045282,53
1050882,53
1052042,43
1052265,3
1054220,170
1056740,58
1057187,44
1057301,56
1059727,22
1061465,19
1062611,65
1079075,131
1090261,31
1090913,71
1093027,49
1094599,74
1095220,106
1104933,112
1110367,4
1114245,669
1114848,1135
1127520,37
1128342,63
1145950,91
1151333,30
1159308,2
