42,45
43,13
48,847
53,104
56,157
58,179
100,72
250,99
260,133
310,227
334,154
590,109
749,943
758,39
801,93
807,95
810,93
825,140
832,54
843,23
890,34
898,26
899,698
922,87
934,12
940,131
967,3278
969,603
974,53
995,834
996,432
1009,125
1018,172
1054,36
1073,21
1078,261
1080,21
1088,98
1102,265
1146,67
1150,113
1171,199
1179,121
1251,3294
1315,130
1389,77
1491,275
1702,376
1745,46
1000016,10
1000052,304
1000297,142
1000300,135
1000734,71
1000736,25
1000742,371
1000867,228
1000886,101
1000896,12
1000997,46
1001127,29
1001339,30
1001396,88
1001398,212
1001448,97
1001553,58
1001616,71
1001617,217
1001725,2
1001874,97
1001918,221
1001949,77
1001960,45
1002177,85
1002319,261
1002393,38
1002520,31
1002560,120
1002614,107
1002620,160
1002722,159
1002782,76
1002806,38
1002902,128
1002974,655
1002990,47
1003024,117
1003320,190
1003399,68
1003441,163
1003472,54
1003581,62
1003638,38
1003737,15
1003744,23
1003848,522
1004325,28
1004641,406
1004892,495
1005030,42
1005362,126
1006420,420
1006598,36
1006613,166
1006617,112
1006946,126
1006967,140
1008245,122
1008983,70
1009289,185
1009659,188
1010235,22
1010286,79
1011867,85
1012617,28
1013085,53
1013887,72
1014523,23
1014690,15
1014716,16
1015008,35
1015144,137
1015220,234
1015268,17
1015326,442
1015706,28
1016297,343
1016486,224
1016583,63
1016798,23
1017251,57
1018391,78
1018651,225
1018809,296
1018941,5
1018967,33
1018980,304
1019084,15
1019118,67
1019214,20
1019244,104
1019458,27
1019593,51
1019609,86
1019963,59
1020834,362
1021666,200
1021842,6
1021852,468
1021853,56
1021984,64
1022266,313
1022324,3
1023240,27
1023350,49
1026083,33
1026564,46
1026578,168
1026641,19
1026650,16
1027314,9
1028026,85
1028866,194
1029212,77
1029606,4
1029873,49
1029997,24
1030213,197
1030428,197
1030977,54
1031310,363
1031494,59
1033563,195
1033629,99
1036530,189
1037531,188
1042770,11
1045282,167
1050882,40
1052042,41
1052265,9
1054220,221
1056740,70
1057187,103
1057301,37
1059727,32
1061465,20
1062611,522
1079075,124
1090261,37
1090913,66
1093027,35
1094599,135
1095220,214
1104933,266
1110367,10
1114245,660
1114848,211
1127520,137
1128342,69
1129431,177
1145950,183
1151333,178
1159308,173
