42,34
43,8
48,782
53,89
56,144
58,94
100,77
250,130
260,146
310,179
334,167
590,120
749,743
758,34
801,44
807,66
810,111
825,143
832,45
843,47
890,29
898,29
899,764
922,83
934,23
940,139
967,3248
969,585
974,31
995,1046
996,411
1009,60
1018,155
1054,27
1073,35
1078,261
1080,36
1088,110
1102,314
1146,80
1150,125
1171,260
1179,64
1251,3141
1315,162
1389,108
1491,251
1702,308
1745,53
1000016,12
1000052,363
1000297,130
1000300,114
1000734,121
1000736,35
1000742,365
1000867,270
1000886,102
1000896,13
1000997,56
1001127,19
1001339,63
1001396,93
1001398,156
1001448,76
1001553,61
1001616,41
1001617,212
1001725,1
1001874,120
1001918,222
1001949,72
1001960,27
1002177,78
1002319,206
1002393,745
1002520,22
1002560,105
1002614,70
1002620,224
1002722,143
1002782,183
1002806,65
1002902,84
1002974,688
1002990,37
1003024,153
1003320,156
1003399,92
1003441,164
1003472,48
1003581,79
1003638,79
1003737,5
1003744,34
1003848,482
1004325,19
1004641,366
1004892,479
1005030,44
1005362,125
1006420,482
1006598,35
1006613,167
1006617,73
1006946,159
1006967,158
1008245,119
1008983,99
1009289,184
1009659,195
1010235,18
1010286,69
1011867,93
1012617,20
1013085,55
1013887,73
1014523,47
1014690,12
1014716,40
1015008,26
1015144,147
1015220,159
1015268,11
1015326,361
1015706,14
1016297,691
1016486,170
1016583,48
1016798,30
1017251,71
1018391,46
1018651,236
1018809,305
1018941,7
1018967,34
1018980,289
1019084,11
1019118,56
1019214,11
1019244,99
1019458,25
1019593,69
1019609,78
1019963,84
1020834,374
1021666,202
1021842,9
1021852,431
1021853,56
1021984,109
1022266,318
1022324,5
1023240,13
1023350,18
1026083,23
1026564,31
1026578,170
1026641,11
1026650,23
1027314,7
1028026,77
1028866,198
1029212,75
1029606,4
1029873,25
1029997,28
1030213,187
1030428,215
1030977,38
1031310,220
1031494,32
1033563,144
1033629,92
1036530,161
1037531,162
1042770,9
1045282,141
1050882,38
1052042,23
1052265,2
1054220,178
1056740,119
1057187,274
1057301,40
1059727,29
1061465,24
1062611,63
1079075,346
1089397,3
1090261,89
1090913,55
1093027,32
1094599,152
1095220,68
1104933,456
1110367,7
1114245,658
1114848,143
1127520,129
1128342,48
1129431,659
1145950,195
1151333,230
1159308,485
1183310,425
